customer_id,age,gender,city,tenure_months,monthly_spend,num_purchases_last_3m,support_tickets,discount_used,churn
1060,61,Female,Bangalore,54,1412.24,5,1,0,0
1061,25,Male,Bangalore,8,1179.63,12,1,0,1
1062,64,Male,Chennai,24,3328.85,10,0,0,0
1063,52,Female,Pune,15,1680.89,10,0,0,1
1064,31,Male,Delhi,43,2042.21,4,1,1,0
1065,34,Female,Chennai,31,988.53,5,0,1,0
1066,53,Female,Chennai,9,1211.01,13,0,1,0
1067,67,Male,Delhi,39,2556.17,6,2,0,0
1068,57,Female,Delhi,45,2198.47,12,1,1,0
1069,21,Female,Bangalore,2,1728.81,5,0,1,0
1070,19,Female,Pune,8,1309.21,10,0,0,0
1071,23,Female,Pune,7,1382.98,4,0,0,0
1072,59,Female,Delhi,56,1161.94,11,2,0,0
1073,21,Male,Mumbai,44,921.58,5,0,0,0
1074,46,Female,Chennai,51,1961.92,8,2,0,0
1075,35,Female,Chennai,39,1769.42,9,0,1,0
1076,43,Female,Delhi,42,1868.04,10,1,1,0
1077,61,Female,Mumbai,57,1331.55,4,1,1,1
1078,51,Female,Bangalore,16,1627.82,7,0,1,0
1079,27,Male,Delhi,35,1283.98,7,2,0,0
1080,53,Female,Delhi,30,1136.35,4,0,0,0
1081,31,Male,Chennai,10,2333.53,18,2,0,1
1082,48,Male,Delhi,38,1560.75,7,1,0,0
1083,65,Male,Delhi,18,1753.73,7,1,1,0
1084,32,Male,Delhi,50,1917.88,1,2,1,0
1085,25,Female,Chennai,5,1567.02,8,1,0,1
1086,31,Male,Bangalore,53,1620.32,8,1,0,0
1087,40,Male,Bangalore,29,956.69,6,2,1,1
1088,57,Female,Delhi,39,1051.94,9,0,1,0
1089,38,Female,Chennai,34,1026.09,4,1,1,1
1090,33,Female,Bangalore,43,1802.73,6,1,0,1
1091,62,Male,Bangalore,45,1535.45,12,1,0,0
1092,35,Female,Bangalore,23,1051.98,15,3,0,1
1093,64,Female,Chennai,5,1790.05,3,0,1,0
1094,41,Male,Chennai,30,1771.73,9,1,0,0
1095,43,Female,Delhi,6,1152.52,6,1,0,0
1096,42,Female,Pune,56,1486.09,5,1,1,0
1097,62,Female,Bangalore,58,1773.57,4,1,0,0
1098,58,Female,Pune,46,1070.82,13,3,1,0
1099,46,Male,Chennai,44,1783.11,7,1,0,0
1100,32,Female,Chennai,4,1650.51,8,2,0,1
1101,62,Female,Chennai,29,1000.4,8,1,1,0
1102,18,Male,Pune,23,1609.9,9,1,0,1
1103,42,Female,Chennai,6,1682.82,10,0,0,0
1104,24,Male,Delhi,32,1187.0,14,3,0,1
1105,26,Female,Chennai,42,1226.36,3,2,1,1
1106,41,Male,Mumbai,18,995.79,4,0,1,0
1107,18,Male,Pune,15,1275.5,8,0,1,0
1108,61,Male,Mumbai,40,1493.96,9,2,1,1
1109,25,Male,Chennai,58,1227.74,13,0,1,0
1110,41,Female,Delhi,32,757.56,5,0,0,0
1111,28,Male,Bangalore,9,1155.71,8,3,1,0
1112,68,Female,Chennai,37,1291.35,4,2,0,1
1113,34,Male,Delhi,10,1908.42,8,1,1,0
1114,25,Male,Pune,20,1797.38,5,3,1,1
1115,52,Male,Mumbai,6,1918.11,12,0,1,0
1116,52,Female,Mumbai,48,1130.49,6,0,0,0
1117,50,Male,Mumbai,56,1570.78,9,1,1,0
1118,22,Female,Pune,59,288.48,8,2,0,1
1119,59,Female,Delhi,3,1714.46,12,3,0,1
1120,56,Female,Pune,42,1805.45,11,4,1,1
1121,58,Female,Mumbai,11,1324.19,6,1,0,1
1122,45,Female,Chennai,43,1647.71,7,0,0,0
1123,24,Female,Bangalore,17,742.54,3,0,1,0
1124,26,Female,Pune,32,1099.47,10,0,1,0
1125,25,Female,Pune,4,1882.72,4,1,1,0
1126,29,Female,Delhi,4,1755.63,9,0,1,0
1127,51,Male,Delhi,17,1294.07,13,0,0,0
1128,50,Male,Pune,41,1905.68,13,2,0,1
1129,65,Male,Mumbai,19,1569.15,11,2,0,0
1130,40,Male,Bangalore,5,1247.89,11,1,0,0
1131,41,Male,Delhi,32,1408.59,6,1,1,0
1132,54,Female,Mumbai,22,1272.29,4,2,0,0
1133,52,Female,Chennai,56,908.11,11,2,0,0
1134,61,Female,Delhi,6,2128.34,6,0,1,0
1135,57,Female,Mumbai,35,1215.99,3,1,0,0
1136,39,Female,Mumbai,22,1083.82,15,0,0,1
1137,44,Female,Bangalore,1,735.33,4,0,0,1
1138,52,Female,Bangalore,20,182.02,14,0,0,0
1139,18,Male,Chennai,22,1850.75,7,0,0,0
1140,52,Male,Mumbai,48,1896.8,7,1,1,0
1141,54,Male,Mumbai,55,2096.52,11,1,1,0
1142,64,Male,Bangalore,11,1425.48,5,3,0,0
1143,31,Female,Delhi,13,1339.0,8,1,0,0
1144,20,Female,Delhi,59,1246.14,7,1,1,0
1145,18,Female,Pune,42,1291.72,3,2,0,0
1146,22,Male,Bangalore,3,2059.9,7,2,0,0
1147,43,Female,Pune,9,1486.74,8,1,0,0
1148,31,Female,Bangalore,12,1689.04,6,3,1,1
1149,56,Female,Chennai,23,1279.0,5,2,1,1
1150,44,Male,Mumbai,14,2160.42,8,1,1,0
1151,26,Female,Chennai,33,547.63,5,3,1,1
1152,32,Male,Bangalore,18,889.74,9,0,0,1
1153,32,Male,Mumbai,49,1689.86,6,2,1,0
1154,43,Male,Delhi,59,2375.31,9,2,0,1
1155,59,Male,Delhi,41,1387.45,12,1,1,0
1156,30,Female,Pune,9,1078.81,12,2,1,0
1157,68,Male,Bangalore,23,2000.33,5,0,1,0
1158,49,Male,Bangalore,10,1661.85,8,1,1,0
1159,56,Female,Delhi,19,2145.11,6,1,0,0
1160,66,Female,Chennai,47,854.82,4,0,1,0
1161,69,Male,Mumbai,5,2105.83,6,0,1,1
1162,49,Female,Chennai,47,725.77,8,1,0,0
1163,21,Male,Chennai,52,1355.91,5,0,1,0
1164,47,Male,Delhi,23,1706.39,7,3,1,1
1165,54,Male,Delhi,30,1593.01,9,1,0,1
1166,40,Male,Delhi,25,2030.3,7,1,0,1
1167,56,Female,Pune,28,586.67,12,1,0,0
1168,62,Male,Chennai,34,1570.5,10,3,0,1
1169,32,Female,Bangalore,45,2099.82,13,1,0,1
1170,60,Female,Mumbai,56,1529.65,4,1,0,0
1171,46,Female,Pune,48,928.83,10,4,1,0
1172,53,Female,Bangalore,47,2003.75,8,0,0,0
1173,30,Male,Chennai,25,1175.84,6,2,1,0
1174,49,Female,Delhi,10,1087.84,6,3,0,0
1175,24,Male,Chennai,14,1024.93,12,1,1,1
1176,68,Female,Mumbai,42,1400.66,13,5,0,1
1177,39,Female,Pune,57,1591.53,11,2,1,0
1178,45,Male,Pune,46,865.45,11,0,1,0
1179,19,Male,Mumbai,58,968.18,5,1,1,0
1180,59,Male,Bangalore,30,1152.76,8,2,0,1
1181,62,Female,Bangalore,55,1022.51,9,0,0,0
1182,23,Female,Pune,41,1518.38,15,1,0,0
1183,45,Male,Pune,25,1680.61,12,1,0,1
1184,45,Male,Delhi,14,1611.94,7,2,0,1
1185,61,Male,Bangalore,35,1612.67,9,2,0,0
1186,61,Male,Mumbai,52,2335.5,7,0,1,0
1187,37,Female,Bangalore,48,1711.84,7,3,1,0
1188,47,Male,Delhi,34,1891.98,3,0,1,0
1189,28,Male,Pune,10,1292.69,9,2,0,1
1190,45,Male,Pune,35,1972.0,10,0,0,0
1191,42,Male,Delhi,11,1268.82,10,1,1,0
1192,56,Female,Mumbai,11,1705.72,11,4,0,1
1193,50,Male,Pune,21,814.32,6,0,0,0
1194,18,Female,Chennai,21,1583.12,5,1,0,1
1195,44,Male,Pune,22,1012.31,4,1,1,0
1196,69,Male,Chennai,45,1968.02,6,0,1,0
1197,30,Female,Delhi,7,1937.94,11,1,1,0
1198,58,Male,Delhi,55,1266.69,10,1,1,0
1199,20,Female,Pune,17,2524.79,15,1,1,0
1200,56,Female,Bangalore,2,1357.06,9,2,1,0
1201,23,Male,Chennai,12,693.99,4,0,0,1
1202,25,Female,Mumbai,57,1110.44,11,2,1,0
1203,44,Female,Pune,42,977.93,11,1,0,1
1204,26,Female,Mumbai,18,1689.8,9,0,1,0
1205,54,Female,Pune,54,882.32,11,1,0,1
1206,50,Female,Bangalore,59,1230.39,9,2,0,0
1207,68,Female,Bangalore,11,1657.28,4,2,0,0
1208,59,Female,Bangalore,16,1569.32,11,2,0,0
1209,61,Female,Bangalore,49,1493.68,3,0,0,0
1210,41,Male,Delhi,51,1563.0,8,1,0,0
1211,32,Male,Delhi,18,1314.75,8,1,1,0
1212,49,Female,Chennai,35,698.12,4,1,1,0
1213,49,Male,Mumbai,53,1301.58,3,2,1,0
1214,41,Female,Pune,59,1734.37,4,1,1,0
1215,58,Female,Pune,26,1431.53,6,1,1,0
1216,69,Male,Delhi,16,1695.74,8,2,1,0
1217,66,Female,Pune,6,1206.61,9,1,0,1
1218,66,Female,Delhi,57,1997.17,5,1,0,0
1219,69,Female,Chennai,44,221.84,8,5,1,1
1220,29,Female,Mumbai,43,1570.72,7,2,0,0
1221,56,Male,Chennai,47,2174.44,9,2,0,0
1222,19,Female,Bangalore,47,2248.85,6,1,1,0
1223,20,Female,Bangalore,48,1384.09,5,2,0,0
1224,66,Female,Bangalore,42,836.9,1,2,0,0
1225,54,Male,Chennai,12,2183.24,9,1,0,0
1226,66,Female,Pune,13,1474.07,8,0,1,0
1227,34,Male,Mumbai,4,1420.52,3,1,1,1
1228,66,Male,Bangalore,39,1053.57,7,2,0,0
1229,19,Female,Bangalore,54,875.06,9,2,0,0
1230,19,Female,Bangalore,2,1781.93,6,3,0,0
1231,45,Male,Mumbai,26,1834.94,5,1,1,0
1232,40,Female,Bangalore,59,1600.77,5,0,0,0
1233,54,Male,Mumbai,27,1117.98,9,1,0,1
1234,49,Male,Bangalore,27,967.5,8,2,0,1
1235,50,Female,Chennai,15,783.88,9,0,0,0
1236,18,Female,Chennai,8,1219.73,6,1,0,0
1237,36,Male,Mumbai,7,997.07,7,5,1,1
1238,19,Male,Chennai,47,645.35,6,2,0,1
1239,61,Male,Mumbai,55,1825.67,8,0,1,0
1240,43,Male,Chennai,46,840.47,10,3,0,0
1241,49,Female,Chennai,40,1991.96,14,1,0,0
1242,23,Female,Mumbai,12,1697.04,11,2,0,1
1243,49,Female,Pune,13,1647.17,15,0,1,0
1244,21,Female,Chennai,43,2332.65,6,1,0,0
1245,28,Female,Bangalore,17,857.1,10,2,1,1
1246,34,Male,Pune,17,1936.89,4,0,0,0
1247,55,Female,Mumbai,56,1351.18,5,0,0,0
1248,41,Female,Pune,36,2785.54,7,1,0,0
1249,22,Female,Delhi,21,1309.6,11,0,0,0
1250,69,Female,Delhi,8,1228.85,5,2,0,1
1251,51,Female,Chennai,5,1712.77,8,4,0,1
1252,23,Male,Chennai,26,1395.55,9,2,0,0
1253,39,Male,Bangalore,16,1120.77,15,0,1,0
1254,28,Male,Pune,36,1014.86,6,1,1,1
1255,65,Female,Delhi,28,2229.1,6,3,0,1
1256,33,Male,Chennai,54,918.27,7,0,0,0
1257,50,Male,Pune,29,1611.54,6,1,1,0
1258,26,Female,Chennai,47,2028.09,4,3,0,0
1259,23,Female,Chennai,12,2052.25,3,0,1,0
1260,33,Female,Delhi,37,1199.17,8,0,1,0
1261,46,Male,Delhi,30,1396.91,8,2,1,1
1262,20,Male,Chennai,23,1299.9,4,0,0,0
1263,37,Female,Mumbai,16,732.49,5,1,0,0
1264,53,Female,Chennai,14,1768.76,11,1,1,0
1265,36,Male,Chennai,10,1519.25,7,3,0,1
1266,43,Male,Bangalore,7,2220.29,10,1,1,0
1267,20,Female,Bangalore,45,1088.4,9,2,0,1
1268,36,Female,Bangalore,52,2044.35,8,1,1,0
1269,37,Male,Mumbai,37,2079.62,8,0,0,0
1270,49,Female,Mumbai,29,1523.54,11,0,0,0
1271,24,Male,Chennai,3,414.57,12,0,1,0
1272,69,Male,Bangalore,15,1243.72,8,1,0,0
1273,58,Male,Mumbai,36,2392.94,8,1,0,0
1274,50,Male,Delhi,47,1648.53,6,0,0,0
1275,57,Female,Chennai,46,1846.7,13,1,0,0
1276,56,Female,Pune,52,1455.42,4,1,1,0
1277,35,Male,Chennai,19,1388.28,12,1,0,0
1278,57,Male,Pune,13,566.33,4,3,0,1
1279,18,Male,Bangalore,42,1897.37,12,1,0,0
1280,28,Male,Pune,21,2039.84,9,1,0,1
1281,45,Male,Bangalore,37,1024.57,10,2,1,1
1282,42,Female,Delhi,27,1410.57,10,1,0,0
1283,67,Female,Pune,55,1343.13,8,2,1,0
1284,40,Female,Chennai,52,1710.08,6,1,0,0
1285,48,Female,Bangalore,29,1227.82,11,0,0,0
1286,47,Male,Chennai,20,1965.67,8,1,1,1
1287,59,Male,Mumbai,25,1535.66,8,0,0,0
1288,52,Male,Bangalore,6,225.29,10,1,0,1
1289,24,Male,Pune,36,1721.36,9,1,0,1
1290,33,Male,Bangalore,2,1998.18,8,0,0,0
1291,43,Female,Chennai,22,923.97,3,1,0,1
1292,65,Male,Delhi,32,1704.36,9,1,1,0
1293,69,Female,Bangalore,16,2414.98,10,2,0,1
1294,66,Female,Pune,18,1556.03,6,1,0,1
1295,19,Female,Mumbai,5,2070.81,6,4,1,0
1296,18,Female,Delhi,54,1278.92,6,0,1,0
1297,65,Male,Mumbai,36,1491.02,7,2,0,0
1298,29,Female,Bangalore,30,1397.69,11,3,0,0
1299,22,Female,Chennai,45,1306.44,7,0,0,0
1300,54,Female,Chennai,19,1426.14,8,0,0,0
1301,49,Male,Pune,23,684.66,7,3,0,0
1302,26,Male,Chennai,34,1334.56,9,2,0,0
1303,58,Male,Delhi,13,2168.9,3,1,0,1
1304,52,Female,Chennai,43,1018.15,4,1,0,0
1305,36,Female,Pune,54,966.93,14,0,0,0
1306,65,Male,Bangalore,29,1530.61,12,1,0,0
1307,33,Female,Bangalore,36,1555.59,12,0,0,0
1308,20,Male,Chennai,22,1688.73,4,2,0,1
1309,37,Male,Mumbai,52,1443.13,9,3,1,0
1310,41,Female,Bangalore,52,1535.93,9,0,1,0
1311,50,Female,Chennai,47,1324.56,9,0,1,0
1312,41,Female,Pune,36,862.1,5,1,0,0
1313,69,Female,Chennai,9,1464.3,12,1,1,0
1314,28,Male,Bangalore,39,1862.3,11,2,0,0
1315,66,Male,Pune,51,1757.53,3,3,0,1
1316,25,Male,Chennai,19,627.88,1,1,1,0
1317,53,Male,Delhi,38,1625.96,9,1,0,0
1318,55,Male,Pune,6,1053.62,9,1,0,0
1319,57,Female,Delhi,52,2196.08,6,0,0,0
1320,37,Male,Mumbai,47,1663.13,12,3,0,1
1321,52,Male,Pune,15,1948.14,10,2,1,0
1322,65,Male,Delhi,57,1510.58,8,3,1,0
1323,42,Female,Bangalore,20,1466.97,8,1,0,0
1324,52,Female,Bangalore,9,2247.92,7,2,1,0
1325,42,Female,Mumbai,32,1986.39,10,7,0,1
1326,46,Female,Pune,4,1558.93,11,2,1,0
1327,35,Male,Pune,50,1400.17,7,1,1,0
1328,63,Male,Pune,18,646.41,8,0,0,0
1329,35,Female,Mumbai,5,1662.28,13,2,0,1
1330,19,Female,Pune,20,1436.95,9,0,0,0
1331,52,Male,Bangalore,23,1776.98,2,4,1,0
1332,33,Male,Delhi,11,1928.91,6,1,0,1
1333,58,Female,Bangalore,37,2116.46,3,0,1,0
1334,53,Female,Bangalore,22,1668.5,5,0,0,0
1335,50,Female,Delhi,58,976.82,12,2,1,1
1336,21,Female,Bangalore,4,425.34,7,1,0,0
1337,50,Male,Mumbai,29,1087.65,8,0,0,0
1338,31,Male,Delhi,44,2166.74,5,1,0,0
1339,38,Male,Bangalore,34,2411.75,9,4,0,1
1340,65,Female,Chennai,13,1381.05,8,2,0,1
1341,37,Female,Bangalore,42,769.52,11,0,0,1
1342,25,Male,Mumbai,9,1175.79,5,1,0,0
1343,24,Male,Pune,42,2068.9,7,2,0,1
1344,20,Male,Bangalore,31,1204.49,7,1,0,0
1345,34,Male,Pune,7,1794.56,3,2,0,1
1346,50,Female,Chennai,4,1584.28,10,2,0,1
1347,65,Male,Bangalore,19,1855.0,7,2,1,0
1348,29,Male,Delhi,42,2409.01,5,1,0,0
1349,68,Male,Pune,30,1794.89,7,1,0,0
1350,39,Male,Chennai,31,1573.46,5,0,1,0
1351,39,Male,Delhi,35,2464.19,7,1,0,1
1352,63,Male,Delhi,57,1674.78,11,0,0,0
1353,47,Male,Delhi,21,1103.53,4,0,0,1
1354,55,Female,Delhi,31,1843.73,10,0,0,0
1355,55,Female,Bangalore,19,1723.73,9,0,1,0
1356,62,Female,Bangalore,31,1346.05,10,3,0,1
1357,68,Female,Bangalore,53,1241.21,10,1,0,0
1358,25,Male,Chennai,32,1350.87,7,1,1,0
1359,44,Female,Chennai,2,1234.06,5,1,0,1
1360,44,Female,Chennai,59,1367.12,7,1,0,0
1361,51,Male,Mumbai,52,1078.6,5,4,1,1
1362,38,Male,Chennai,10,1693.08,3,3,0,1
1363,47,Female,Bangalore,2,1655.6,3,0,0,0
1364,50,Female,Bangalore,2,1672.6,9,3,0,1
1365,45,Male,Mumbai,24,1468.82,10,2,0,1
1366,64,Female,Mumbai,17,1411.17,8,2,0,1
1367,50,Male,Chennai,32,2221.0,6,3,1,0
1368,22,Male,Pune,16,1533.7,5,0,0,1
1369,65,Male,Mumbai,16,2131.88,7,0,0,0
1370,36,Male,Delhi,46,1001.79,7,0,0,0
1371,21,Female,Bangalore,39,1794.59,8,0,1,0
1372,52,Male,Delhi,53,1132.65,9,1,0,1
1373,66,Male,Bangalore,31,1221.92,11,1,0,0
1374,34,Female,Bangalore,43,1294.05,6,1,0,1
1375,61,Male,Mumbai,24,1262.7,8,1,0,0
1376,45,Female,Mumbai,1,1265.2,9,0,0,1
1377,47,Female,Delhi,11,2108.64,7,1,1,1
1378,46,Female,Bangalore,55,1522.71,6,2,0,0
1379,63,Male,Delhi,21,1612.53,8,2,0,1
1380,23,Female,Pune,4,1271.42,9,0,0,0
1381,52,Female,Delhi,7,1928.47,8,2,1,1
1382,58,Male,Chennai,26,1677.53,13,1,0,0
1383,54,Female,Delhi,47,1345.54,9,2,1,0
1384,41,Female,Chennai,50,707.86,9,1,1,0
1385,46,Female,Chennai,12,1608.15,11,1,0,1
1386,66,Female,Chennai,31,1787.84,7,3,1,0
1387,63,Female,Pune,17,1010.58,7,3,0,1
1388,48,Male,Delhi,33,1352.3,6,1,0,0
1389,52,Female,Delhi,11,1768.58,6,1,1,0
1390,50,Female,Pune,28,714.54,12,0,1,0
1391,69,Male,Bangalore,32,1175.57,8,0,1,0
1392,38,Male,Mumbai,1,1688.45,8,0,0,0
1393,49,Male,Delhi,47,2052.51,3,0,1,0
1394,40,Female,Mumbai,28,2592.89,11,2,1,0
1395,50,Male,Pune,53,2479.33,9,2,0,0
1396,20,Female,Bangalore,42,1571.88,12,0,1,0
1397,35,Female,Bangalore,7,1257.89,8,2,1,1
1398,42,Male,Bangalore,2,1961.56,5,2,0,0
1399,59,Male,Pune,42,1228.2,6,2,1,0
1400,48,Female,Chennai,24,1118.95,5,2,1,1
1401,20,Male,Chennai,4,1347.37,7,1,1,0
1402,57,Female,Mumbai,44,1284.66,10,3,0,1
1403,63,Male,Chennai,19,1706.32,6,1,1,1
1404,41,Male,Chennai,26,1198.8,6,2,1,0
1405,67,Male,Bangalore,11,1542.56,8,1,0,1
1406,49,Female,Bangalore,40,2297.48,7,2,1,0
1407,64,Male,Mumbai,50,1561.07,9,1,0,0
1408,39,Female,Delhi,43,2258.37,3,2,0,0
1409,40,Female,Mumbai,11,2101.03,7,0,0,0
1410,19,Female,Mumbai,45,1796.02,11,1,1,0
1411,44,Female,Pune,3,1322.92,13,0,0,0
1412,59,Male,Pune,12,2020.25,6,1,0,0
1413,19,Female,Mumbai,3,1375.01,4,2,0,1
1414,43,Female,Mumbai,42,1499.0,9,0,0,0
1415,34,Male,Mumbai,27,1665.1,5,1,0,0
1416,57,Female,Chennai,49,1497.32,7,0,1,0
1417,50,Male,Pune,54,1139.87,7,2,1,0
1418,26,Female,Mumbai,2,736.45,11,2,0,1
1419,60,Male,Bangalore,49,1979.57,8,2,0,0
1420,65,Female,Bangalore,16,1785.17,6,0,1,0
1421,56,Male,Chennai,2,639.69,7,0,0,0
1422,46,Female,Chennai,54,1126.61,5,0,1,0
1423,59,Female,Delhi,30,1589.53,5,0,0,0
1424,43,Male,Delhi,20,1721.29,7,1,0,0
1425,52,Male,Delhi,38,740.77,6,0,0,1
1426,67,Male,Chennai,28,1455.38,10,1,0,0
1427,42,Male,Chennai,25,1769.83,8,5,0,1
1428,41,Female,Chennai,32,1324.24,10,1,0,1
1429,30,Female,Bangalore,10,1627.91,5,1,0,0
1430,24,Male,Chennai,42,1256.22,7,1,0,0
1431,53,Female,Bangalore,40,1954.6,9,0,0,1
1432,62,Male,Delhi,33,1100.36,5,0,1,0
1433,37,Male,Delhi,13,928.96,9,1,0,0
1434,18,Female,Delhi,56,1514.46,7,2,1,0
1435,25,Female,Mumbai,41,783.24,6,1,1,0
1436,63,Female,Mumbai,54,447.44,12,1,0,1
1437,33,Female,Pune,42,2041.87,11,1,1,0
1438,31,Female,Pune,47,1007.89,5,1,0,1
1439,29,Female,Pune,37,833.17,5,1,0,0
1440,68,Female,Mumbai,54,1094.12,5,3,0,1
1441,40,Male,Mumbai,16,1071.67,8,1,1,1
1442,32,Male,Pune,45,1428.94,5,1,0,0
1443,45,Male,Pune,22,953.26,10,1,0,1
1444,51,Male,Chennai,57,1749.09,12,2,0,0
1445,19,Male,Pune,20,1823.12,7,1,0,1
1446,49,Female,Chennai,50,862.5,8,0,0,0
1447,40,Male,Bangalore,43,1190.95,11,2,1,0
1448,39,Male,Mumbai,27,1238.47,10,2,0,0
1449,68,Male,Pune,41,1417.5,8,1,0,0
1450,42,Male,Mumbai,16,2041.34,11,2,0,0
1451,39,Male,Mumbai,34,2070.16,9,1,0,0
1452,39,Male,Mumbai,32,2749.43,11,0,0,0
1453,66,Male,Bangalore,26,365.31,10,0,1,1
1454,69,Female,Delhi,25,1037.85,5,1,1,0
1455,59,Female,Pune,2,2407.0,13,0,1,0
1456,23,Male,Delhi,12,599.65,6,1,1,0
1457,32,Female,Delhi,40,2395.63,9,1,1,0
1458,60,Female,Delhi,9,1573.68,4,1,1,1
1459,54,Female,Mumbai,12,1592.07,10,1,1,1
1460,50,Female,Chennai,26,860.1,5,1,1,0
1461,25,Male,Mumbai,9,1274.42,9,0,1,0
1462,61,Female,Mumbai,10,2373.69,7,2,1,0
1463,61,Female,Delhi,32,1476.16,11,0,0,0
1464,22,Female,Mumbai,57,1277.75,7,0,0,0
1465,56,Male,Delhi,34,1702.86,6,3,1,0
1466,21,Male,Chennai,48,1403.89,12,3,0,1
1467,23,Male,Pune,20,1672.58,9,0,1,0
1468,62,Male,Delhi,39,1075.13,7,2,1,0
1469,49,Male,Chennai,2,1461.42,8,0,0,0
1470,69,Male,Pune,1,1179.46,7,1,0,0
1471,47,Male,Bangalore,51,598.02,8,1,0,0
1472,64,Female,Delhi,36,1740.98,8,3,0,0
1473,52,Female,Delhi,24,883.11,5,2,0,1
1474,57,Female,Bangalore,54,1417.63,6,2,1,0
1475,69,Male,Bangalore,27,1963.03,7,0,0,1
1476,33,Male,Delhi,2,751.09,9,0,0,0
1477,30,Male,Bangalore,31,1802.34,4,0,0,0
1478,67,Male,Mumbai,57,1350.09,8,1,1,0
1479,59,Male,Pune,14,1016.74,5,0,0,0
1480,47,Female,Pune,2,2511.46,11,1,1,0
1481,36,Female,Pune,29,1499.72,8,0,0,0
1482,34,Male,Mumbai,15,1215.95,6,1,0,1
1483,36,Male,Bangalore,12,1109.89,10,2,0,1
1484,45,Male,Chennai,37,1940.58,10,0,1,0
1485,43,Male,Bangalore,28,1193.97,4,0,0,0
1486,54,Female,Delhi,20,1878.26,13,2,1,0
1487,43,Male,Pune,39,1498.76,11,1,1,0
1488,40,Male,Bangalore,24,2058.09,12,1,1,0
1489,26,Male,Chennai,21,978.73,7,3,0,1
1490,29,Male,Delhi,10,1048.47,12,2,1,1
1491,18,Female,Mumbai,46,1359.5,9,2,1,0
1492,18,Male,Mumbai,14,1400.97,18,0,1,0
1493,64,Male,Chennai,37,1322.72,5,0,1,0
1494,51,Female,Delhi,18,2815.72,5,0,0,0
1495,49,Female,Pune,24,2531.62,10,1,0,1
